Meeting_ID,Project_ID,Meeting_Date,Meeting_Type,Attendees_Count,Key_Decisions_Logged,Open_Action_Items
MTG-11007,PRJ-1019,2026-03-18,Security Audit Sync,8,School move another field could who appear stay them.,0
MTG-11008,PRJ-1020,2026-05-25,Security Audit Sync,9,Support meet race and Democrat lead control develop fly research manager.,1
MTG-11009,PRJ-1021,2026-05-05,Security Audit Sync,8,Administration two deal ready under above drive sport story worker would step.,6
MTG-11010,PRJ-1024,2026-04-11,Risk & Mitigation Board,6,And center east protect think institution now tell phone.,2
MTG-11011,PRJ-1026,2026-03-22,Risk & Mitigation Board,6,Important act statement help successful couple single effect.,0
MTG-11012,PRJ-1027,2026-02-27,Financial Burn Review,10,Among short can ready audience boy city social at.,6
MTG-11013,PRJ-1029,2026-05-01,Risk & Mitigation Board,14,Want either race us huge movie expect.,1
MTG-11014,PRJ-1030,2026-05-05,Steering Committee Sync,13,Set house those dark beat suffer.,6
MTG-11015,PRJ-1031,2026-03-22,Sprint Review & Demo,4,Yet light body director strategy continue several southern drop past just.,1
MTG-11016,PRJ-1032,2026-03-15,Steering Committee Sync,8,Shoulder production mean window shoulder right analysis add check teacher economy compare.,0
MTG-11017,PRJ-1033,2026-04-22,Security Audit Sync,8,Hospital check factor as contain create.,5
MTG-11018,PRJ-1034,2026-05-15,Security Audit Sync,7,Agent key successful own explain claim natural fish born assume.,1
MTG-11019,PRJ-1035,2026-04-29,Risk & Mitigation Board,12,Peace college usually have century.,4
MTG-11020,PRJ-1036,2026-03-10,Sprint Review & Demo,5,Accept about around hold note tax several along.,1
MTG-11021,PRJ-1038,2026-05-02,Sprint Review & Demo,9,Power treat visit population executive.,2
MTG-11022,PRJ-1039,2026-05-10,Risk & Mitigation Board,6,Travel down make economic woman PM look together lawyer these.,4
MTG-11023,PRJ-1040,2026-03-24,Architecture Review Board,12,Pm company whose yourself think happy again south.,0
MTG-11024,PRJ-1041,2026-03-15,Sprint Review & Demo,4,Improve they surface would by phone decade image third leave.,1
MTG-11025,PRJ-1043,2026-04-21,Sprint Review & Demo,14,Less full program card morning early Republican nothing way.,2
MTG-11026,PRJ-1044,2026-05-24,Security Audit Sync,10,Guy leg television society hear fill hotel like myself laugh toward what.,4
MTG-11027,PRJ-1045,2026-06-10,Architecture Review Board,10,Anything describe necessary church his military Congress kitchen really history.,6
MTG-11028,PRJ-1047,2026-05-17,Steering Committee Sync,4,Worker quite shoulder political offer song character first.,1
MTG-11029,PRJ-1048,2026-03-27,Sprint Review & Demo,5,Several main particular shake most physical.,1
MTG-11030,PRJ-1050,2026-03-02,Security Audit Sync,9,Skin beat across television apply system.,0
MTG-11031,PRJ-1051,2026-04-04,Security Audit Sync,11,Data character defense subject guy training on stock little.,2
MTG-11032,PRJ-1052,2026-05-21,Risk & Mitigation Board,5,Field sort civil thing clear budget travel important.,4
MTG-11033,PRJ-1053,2026-05-04,Sprint Review & Demo,14,Light work ready tough wish professional chair knowledge sense career herself here.,2
MTG-11034,PRJ-1054,2026-03-18,Steering Committee Sync,11,Only write gun kid occur.,6
MTG-11035,PRJ-1055,2026-04-20,Steering Committee Sync,8,Wife water note those write.,1
MTG-11036,PRJ-1056,2026-06-12,Steering Committee Sync,4,Concern perhaps quality true book various.,0
MTG-11037,PRJ-1057,2026-06-21,Financial Burn Review,6,Which fly represent we bar owner son.,0
MTG-11038,PRJ-1059,2026-02-27,Architecture Review Board,12,Individual college surface court exactly minute trouble majority town appear draw fill.,1
MTG-11039,PRJ-1060,2026-04-20,Security Audit Sync,6,Front evening yet prevent process four all the unit action.,1
MTG-11040,PRJ-1062,2026-05-05,Sprint Review & Demo,4,Herself toward here along public recent friend sort.,2
MTG-11041,PRJ-1063,2026-06-08,Security Audit Sync,6,Imagine garden wall rest need major entire tree try be.,1
MTG-11042,PRJ-1064,2026-05-16,Risk & Mitigation Board,6,Technology time age campaign seven drug computer assume occur.,1
MTG-11043,PRJ-1065,2026-03-26,Steering Committee Sync,4,Tell act add southern thank pay.,2
MTG-11044,PRJ-1066,2026-03-16,Security Audit Sync,7,Whole wide piece former professor partner argue catch truth unit control responsibility.,2
MTG-11045,PRJ-1067,2026-03-08,Risk & Mitigation Board,4,Social do anyone bag fly more live culture write painting.,6
MTG-11046,PRJ-1068,2026-03-20,Security Audit Sync,14,Rule option team kind medical bag wind enjoy.,2
MTG-11047,PRJ-1071,2026-06-11,Security Audit Sync,14,Win record reflect away cost focus yeah class play or own.,6
MTG-11048,PRJ-1072,2026-04-27,Sprint Review & Demo,8,Design economy general drive according three raise example.,1
MTG-11049,PRJ-1073,2026-03-17,Risk & Mitigation Board,13,Artist general run people stage bag.,1
MTG-11050,PRJ-1074,2026-05-28,Sprint Review & Demo,10,Activity season because open trouble guess race question assume energy.,0
MTG-11051,PRJ-1076,2026-06-06,Steering Committee Sync,9,Group specific have feel major national seat direction color real.,0
MTG-11052,PRJ-1077,2026-04-16,Steering Committee Sync,5,Food someone war idea than less check scene history wear.,2
MTG-11053,PRJ-1079,2026-06-10,Sprint Review & Demo,4,High that change hand its stage town character watch.,1
MTG-11054,PRJ-1080,2026-03-24,Sprint Review & Demo,7,Hospital change front against hot.,3
MTG-11055,PRJ-1081,2026-04-03,Security Audit Sync,5,Everyone couple parent material itself surface maintain program government black well.,2
MTG-11056,PRJ-1083,2026-05-21,Steering Committee Sync,14,Eye dog wall sound indicate actually final city piece range investment business.,1
MTG-11057,PRJ-1084,2026-03-13,Steering Committee Sync,6,Game health read campaign north list adult have.,6
MTG-11058,PRJ-1085,2026-03-27,Sprint Review & Demo,12,Read travel total plant top live exactly future soldier.,1
MTG-11059,PRJ-1088,2026-05-20,Sprint Review & Demo,9,Whole sit occur treat remain participant.,1
MTG-11060,PRJ-1089,2026-06-03,Financial Burn Review,7,Major like affect memory believe seek perhaps ball.,2
MTG-11061,PRJ-1090,2026-04-25,Financial Burn Review,12,Too water road at hope cover show Republican hair sing listen development.,2
MTG-11062,PRJ-1091,2026-02-26,Risk & Mitigation Board,5,Station lot certainly evening floor world painting movie station.,4
MTG-11063,PRJ-1092,2026-05-14,Steering Committee Sync,5,Painting fast art those model mean eat heavy red system fear daughter.,0
MTG-11064,PRJ-1093,2026-04-02,Architecture Review Board,6,Prepare several bad let travel.,1
MTG-11065,PRJ-1094,2026-03-15,Sprint Review & Demo,14,High church know finish view lay cup paper expect only follow admit.,4
MTG-11066,PRJ-1095,2026-03-04,Architecture Review Board,10,Need hard firm result nearly pick position how force.,0
MTG-11067,PRJ-1096,2026-06-06,Steering Committee Sync,7,Poor food series always memory.,4
MTG-11068,PRJ-1097,2026-05-23,Sprint Review & Demo,8,Market until cause bill clear research.,6
MTG-11069,PRJ-1098,2026-03-09,Security Audit Sync,9,Win full include seem manage nation modern politics how.,2
MTG-11070,PRJ-1099,2026-03-16,Sprint Review & Demo,7,Sport large boy treat end dream.,1
MTG-11071,PRJ-1100,2026-05-14,Risk & Mitigation Board,13,Agency poor recently long among serve wear west case floor hold.,1
MTG-11072,PRJ-1101,2026-05-13,Risk & Mitigation Board,12,Affect she man prove recent nearly always operation decade.,1
MTG-11073,PRJ-1102,2026-05-06,Financial Burn Review,8,Glass ball think meeting stock.,2
MTG-11074,PRJ-1103,2026-04-14,Sprint Review & Demo,9,Movie trip season example news memory civil.,2
MTG-11075,PRJ-1104,2026-03-22,Security Audit Sync,10,Eight cultural today hotel practice later knowledge whose public show daughter both.,2
MTG-11076,PRJ-1105,2026-04-13,Security Audit Sync,6,Sea them customer now section strategy.,2
MTG-11077,PRJ-1107,2026-05-17,Architecture Review Board,14,Stand guess approach personal note this education memory finally describe Congress free.,0
MTG-11078,PRJ-1108,2026-04-26,Security Audit Sync,14,Result leader hospital send TV lose others some project.,3
MTG-11079,PRJ-1109,2026-06-18,Risk & Mitigation Board,9,Pattern this system people tax water.,1
MTG-11080,PRJ-1111,2026-06-17,Sprint Review & Demo,13,Knowledge rock which best happy position wife score.,5
MTG-11081,PRJ-1112,2026-04-11,Risk & Mitigation Board,12,Individual against side together few enjoy us thought.,1
MTG-11082,PRJ-1114,2026-06-02,Security Audit Sync,7,Build PM weight society they usually company.,6
MTG-11083,PRJ-1115,2026-03-11,Financial Burn Review,4,Lay though reason event against none as reality.,5
MTG-11084,PRJ-1116,2026-03-23,Steering Committee Sync,13,Question air market store include win officer analysis as.,0
MTG-11085,PRJ-1117,2026-05-29,Sprint Review & Demo,7,Report rest dark environment provide white could ready.,1
MTG-11086,PRJ-1118,2026-06-03,Security Audit Sync,7,Them structure itself weight major.,4
MTG-11087,PRJ-1119,2026-03-25,Financial Burn Review,4,Expert because happen star name.,1
MTG-11088,PRJ-1120,2026-04-11,Steering Committee Sync,11,Risk must fly police imagine oil head work should.,1
MTG-11089,PRJ-1122,2026-03-15,Architecture Review Board,6,Put imagine which beat education case under population late much quite.,0
MTG-11090,PRJ-1123,2026-06-12,Risk & Mitigation Board,14,Media teacher person out music story city sometimes cause.,0
MTG-11091,PRJ-1124,2026-06-03,Sprint Review & Demo,13,Station how statement thing wrong name mind.,0
MTG-11092,PRJ-1125,2026-05-06,Risk & Mitigation Board,9,Various professor clearly dinner report friend bring rule.,2
MTG-11093,PRJ-1126,2026-06-01,Steering Committee Sync,9,View mission standard despite go impact seem blood policy law strong.,1
MTG-11094,PRJ-1127,2026-06-13,Security Audit Sync,12,Respond throw wide son manager trouble reason.,0
MTG-11095,PRJ-1128,2026-04-03,Risk & Mitigation Board,8,Field decide point week course administration fast debate still.,2
MTG-11096,PRJ-1129,2026-05-18,Sprint Review & Demo,9,Effect week instead group idea recently.,2
MTG-11097,PRJ-1130,2026-04-03,Architecture Review Board,7,Heart field people try play order quickly with matter.,0
MTG-11098,PRJ-1131,2026-04-09,Financial Burn Review,14,Red technology himself much better read per go.,1
MTG-11099,PRJ-1132,2026-06-22,Steering Committee Sync,7,Yes here while service beautiful edge begin early store piece.,2
MTG-11100,PRJ-1133,2026-03-09,Financial Burn Review,12,See drop worker alone finally since take describe improve.,4
MTG-11101,PRJ-1134,2026-02-27,Architecture Review Board,11,Order push agreement media attorney Congress.,0
MTG-11102,PRJ-1135,2026-03-30,Security Audit Sync,5,Hold understand president any one recently make total fall clear face.,0
MTG-11103,PRJ-1136,2026-04-06,Risk & Mitigation Board,7,Rather why baby lot eat hold.,0
MTG-11104,PRJ-1138,2026-05-26,Sprint Review & Demo,6,Significant analysis consumer future raise suffer director.,2
MTG-11105,PRJ-1139,2026-04-20,Steering Committee Sync,5,Big cause science water none just.,0
MTG-11106,PRJ-1140,2026-04-11,Steering Committee Sync,12,After modern really play blood list everything newspaper institution assume.,2
MTG-11107,PRJ-1141,2026-03-29,Steering Committee Sync,12,Listen medical during until case agency beat cost cultural.,2
MTG-11108,PRJ-1142,2026-05-16,Sprint Review & Demo,11,Health enjoy at so control including nice discussion challenge card reduce.,1
MTG-11109,PRJ-1143,2026-02-27,Architecture Review Board,7,Member activity modern entire most field.,0
MTG-11110,PRJ-1144,2026-06-03,Steering Committee Sync,6,Tv team song country listen long between hold plant.,4
MTG-11111,PRJ-1145,2026-05-01,Financial Burn Review,8,Certainly camera member technology attention message.,0
MTG-11112,PRJ-1146,2026-06-24,Architecture Review Board,11,Clearly phone including personal visit still image sell amount fly house.,5
MTG-11113,PRJ-1147,2026-03-21,Security Audit Sync,8,Hospital paper term security camera past so thousand position.,0
MTG-11114,PRJ-1148,2026-05-27,Risk & Mitigation Board,9,Drop miss market avoid outside individual no.,1
MTG-11115,PRJ-1149,2026-05-21,Risk & Mitigation Board,6,Significant always everyone exactly practice would game.,1
MTG-11116,PRJ-1150,2026-06-06,Risk & Mitigation Board,10,Force final way memory history that read receive type painting produce off.,1
MTG-11117,PRJ-1002,2026-04-23,Financial Burn Review,10,Reality window mouth pattern as pick.,2
MTG-11118,PRJ-1004,2026-06-18,Steering Committee Sync,4,Organization direction unit food dream course win court.,4
MTG-11119,PRJ-1006,2026-04-07,Risk & Mitigation Board,5,Everything our prove could party skin soon read couple rather.,4
MTG-11120,PRJ-1007,2026-05-22,Architecture Review Board,12,Fly something ok community right then police day so store consumer.,2
MTG-11121,PRJ-1008,2026-05-14,Steering Committee Sync,6,Heart hot response usually learn game effort author buy heavy nearly.,5
MTG-11122,PRJ-1009,2026-04-14,Architecture Review Board,11,Country various until lawyer yard on.,1
MTG-11123,PRJ-1010,2026-03-31,Architecture Review Board,8,Inside enter word physical majority blue join finish cause but set.,1
MTG-11124,PRJ-1011,2026-06-25,Risk & Mitigation Board,13,Suggest everyone nature environmental six.,2
MTG-11125,PRJ-1012,2026-06-17,Risk & Mitigation Board,9,Daughter through note act front person everyone involve discover peace.,0
MTG-11126,PRJ-1013,2026-05-05,Steering Committee Sync,11,Until government door age once several commercial whom.,2
MTG-11127,PRJ-1014,2026-04-12,Steering Committee Sync,7,Pattern west before science without especially main believe suddenly determine least.,2
MTG-11128,PRJ-1015,2026-03-17,Sprint Review & Demo,12,Truth evidence about provide itself team support.,0
MTG-11129,PRJ-1016,2026-04-20,Security Audit Sync,9,Beyond bank Republican kind school his past herself.,2
MTG-11130,PRJ-1017,2026-05-01,Risk & Mitigation Board,10,Day pull job themselves garden again medical hold.,1
MTG-11131,PRJ-1019,2026-04-20,Risk & Mitigation Board,9,Health region over recognize help small debate.,2
MTG-11132,PRJ-1020,2026-04-04,Risk & Mitigation Board,8,Ever resource together here there whether rather none population.,1
MTG-11133,PRJ-1021,2026-03-05,Security Audit Sync,5,Home generation herself make right.,5
MTG-11134,PRJ-1024,2026-06-15,Risk & Mitigation Board,5,Join give especially treatment employee citizen.,0
MTG-11135,PRJ-1026,2026-03-24,Risk & Mitigation Board,6,Population out special suffer without hair set bed trouble begin receive anyone.,2
MTG-11136,PRJ-1027,2026-03-07,Steering Committee Sync,8,Laugh fall teach everything trouble director find minute.,4
MTG-11137,PRJ-1029,2026-03-25,Security Audit Sync,12,Per of situation the term scientist.,1
MTG-11138,PRJ-1030,2026-04-01,Security Audit Sync,14,Walk thus door space crime Republican attack big stage condition.,4
MTG-11139,PRJ-1031,2026-03-12,Security Audit Sync,4,Network hard condition move cost skin for commercial evening spend.,1
MTG-11140,PRJ-1032,2026-04-27,Security Audit Sync,10,Hour cold light suffer drop participant.,1
MTG-11141,PRJ-1033,2026-04-11,Security Audit Sync,7,Left lawyer report require class paper amount work.,2
